time,x0,x1
0,0,0.146484375
0.002000097,0,0.09765625
0.004000194,0,0.09765625
0.006000291,0,0.09765625
0.008000348,0,0.146484375
0.010000445,0,0.146484375
0.012000542,0,0.09765625
0.014000639,0,0.09765625
0.016000736,0,0.09765625
0.018000793,0,0.09765625
0.02000089,-0.005560341,0.09765625
0.022000987,-0.011120682,0.09765625
0.024001084,-0.030581875,0.09765625
0.026001181,-0.058383577,0.09765625
0.028001238,-0.097305952,0.09765625
0.030001335,-0.15012915,0.09765625
0.032001432,-0.219633292,0.09765625
0.034001529,-0.30303812,0.09765625
0.036001626,-0.414244218,0.09765625
0.038001724,-0.531010068,0.09765625
0.040001781,-0.531010068,0.09765625
0.042001879,-0.672796183,0.09765625
0.044001977,-0.836821551,0.09765625
0.046002075,-1.011964786,0.09765625
0.048002173,-1.251044085,0.09765625
0.050002231,-1.459537683,0.09765625
0.052002329,-1.659685578,0.146484375
0.054002426,-1.854267442,0.09765625
0.056002524,-2.048842282,0.09765625
0.058002622,-2.237850418,0.09765625
0.06000268,-2.429629906,0.09765625
0.062002778,-2.599166668,0.09765625
0.064002876,-2.76313774,0.09765625
0.066002974,-2.907648469,0.146484375
0.068003072,-3.029922043,0.09765625
0.070003129,-3.124403073,0.09765625
0.072003227,-3.191093888,0.09765625
0.074003325,-3.238332358,0.09765625
0.076003423,-3.249447188,0.09765625
0.078003521,-3.238332358,0.09765625
0.080003579,-3.213323846,0.09765625
0.082003677,-3.166084997,0.09765625
0.084003775,-3.093835982,0.048828125
0.086003872,-3.004911902,0.09765625
0.08800393,-2.885416437,0.048828125
0.090004028,-2.885416437,0.048828125
0.092004126,-2.743683925,0.048828125
0.094004224,-2.576932754,0.048828125
0.096004322,-2.390718826,0.048828125
0.098004379,-2.19615811,0
0.100004477,-1.929318609,-0.048828125
0.102004575,-1.687483389,-0.048828125
0.104004673,-1.42617911,-0.048828125
0.106004771,-1.142625207,-0.048828125
0.108004829,-0.839601623,-0.09765625
0.110004927,-0.5004286,-0.09765625
0.112005025,-0.13900848,-0.146484375
0.114005122,0.227973783,-0.146484375
0.11600522,0.628314397,-0.146484375
0.118005318,1.045325066,-0.1953125
0.120005376,1.478996775,-0.1953125
0.122005474,1.976572493,-0.1953125
0.124005572,2.387939449,-0.1953125
0.12600567,2.813161354,-0.244140625
0.128005768,3.21610258,-0.244140625
0.130005825,3.61065648,-0.244140625
0.132005923,3.996820274,-0.244140625
0.134006021,4.38014688,-0.244140625
0.136006119,4.777294038,-0.244140625
0.138006217,5.16325987,-0.244140625
0.140006275,5.515837647,-0.244140625
0.142006373,5.515837647,-0.244140625
0.144006471,5.865571278,-0.1953125
0.146006568,6.198584072,-0.1953125
0.148006666,6.47604219,-0.1953125
0.150006724,6.78396199,-0.146484375
0.152006822,7.003072937,-0.09765625
0.15400692,7.197193683,-0.09765625
0.156007018,7.36910646,-0.048828125
0.158007116,7.516046819,0
0.160007173,7.643566743,0.048828125
0.162007271,7.75444348,0.146484375
0.164007369,7.843137971,0.1953125
0.166007467,7.909654769,0.244140625
0.168007525,7.962311405,0.29296875
0.170007623,7.990024533,0.390625
0.172007721,8.001109611,0.439453125
0.174007818,7.990024533,0.537109375
0.176007916,7.96785408,0.5859375
0.178007974,7.92905484,0.68359375
0.180008072,7.876396808,0.78125
0.18200817,7.80433489,0.87890625
0.184008268,7.71286582,0.927734375
0.186008366,7.59644126,1.025390625
0.188008424,7.457827101,1.171875
0.190008521,7.29424388,1.26953125
0.192008619,7.29424388,1.318359375
0.194008717,7.111229243,1.318359375
0.196008815,6.906002572,1.5625
0.198008913,6.692424882,1.611328125
0.200008971,6.409456726,1.7578125
0.202009069,6.140311709,1.806640625
0.204009167,5.865571278,1.953125
0.206009264,5.571355551,2.099609375
0.208009362,5.257657263,2.197265625
0.21000942,4.924469594,2.24609375
0.212009518,4.557899996,2.392578125
0.214009616,4.16904709,2.490234375
0.216009714,3.763461871,2.587890625
0.218009812,3.341142984,2.685546875
0.220009869,2.932659333,2.83203125
0.222009967,2.501892359,2.978515625
0.224010065,2.015487126,3.076171875
0.226010163,1.598529945,3.173828125
0.228010261,1.206564716,3.22265625
0.230010319,0.8201411,3.369140625
0.232010417,0.439265525,3.466796875
0.234010514,0.061163747,3.515625
0.236010612,-0.336399995,3.564453125
0.23801071,-0.722838033,3.662109375
0.240010768,-1.092585264,3.759765625
0.242010866,-1.476216908,3.80859375
0.244010964,-1.476216908,3.80859375
0.246011062,-1.876504935,3.80859375
0.24801112,-2.237850418,3.857421875
0.250011217,-2.674205172,3.955078125
0.252011315,-3.05215312,3.955078125
0.254011413,-3.416164729,3.955078125
0.256011511,-3.77735284,4.00390625
0.258011569,-4.138491608,4.00390625
0.260011667,-4.502353671,4.00390625
0.262011765,-4.882817206,4.00390625
0.264011863,-5.26598622,3.955078125
0.26601196,-5.632423256,3.955078125
0.268012018,-6.034861173,3.90625
0.270012116,-6.417780065,3.857421875
0.272012214,-6.772866886,3.80859375
0.274012312,-7.183328811,3.80859375
0.27601241,-7.516046819,3.7109375
0.278012467,-7.807106578,3.662109375
0.280012565,-8.075931294,3.61328125
0.282012663,-8.319762751,3.515625
0.284012761,-8.538614522,3.369140625
0.286012859,-8.743577575,3.22265625
0.288012957,-8.743577575,3.125
0.290013015,-8.926351263,3.02734375
0.292013113,-9.075871044,2.9296875
0.294013211,-9.219833727,2.83203125
0.296013308,-9.330561155,2.685546875
0.298013406,-9.424670402,2.490234375
0.300013464,-9.507700982,2.392578125
0.302013562,-9.557516159,2.24609375
0.30401366,-9.585190224,2.05078125
0.306013758,-9.596259643,1.953125
0.308013856,-9.58795759,1.7578125
0.310013913,-9.568585874,1.5625
0.312014011,-9.529841356,1.416015625
0.314014109,-9.477257201,1.220703125
0.316014207,-9.399759947,1.025390625
0.318014305,-9.297344132,0.87890625
0.320014363,-9.183844851,0.68359375
0.322014461,-9.045414959,0.48828125
0.324014558,-8.859891548,0.29296875
0.326014656,-8.674337396,0.09765625
0.328014754,-8.477672552,-0.146484375
0.330014812,-8.261580168,-0.341796875
0.33201491,-8.028821873,-0.537109375
0.334015008,-7.773845926,-0.732421875
0.336015106,-7.488323462,-0.9765625
0.338015164,-7.183328811,-1.220703125
0.340015261,-6.869946195,-1.3671875
0.342015359,-6.503785284,-1.611328125
0.344015457,-6.503785284,-1.85546875
0.346015555,-6.154186272,-2.197265625
0.348015613,-5.762878992,-2.490234375
0.350015711,-5.290972872,-2.734375
0.352015809,-4.863379133,-2.9296875
0.354015907,-4.449583372,-3.125
0.356016004,-4.038489161,-3.3203125
0.358016062,-3.635661586,-3.515625
0.36001616,-3.238332358,-3.7109375
0.362016258,-2.827056677,-3.90625
0.364016356,-2.424071202,-4.1015625
0.366016454,-2.026605536,-4.296875
0.368016552,-1.634667439,-4.4921875
0.370016609,-1.264943837,-4.6875
0.372016707,-0.878522574,-4.833984375
0.374016805,-0.439265525,-5.029296875
0.376016903,-0.055603407,-5.17578125
0.378017001,0.311378592,-5.322265625
0.380017059,0.678356397,-5.46875
0.382017157,1.042545047,-5.615234375
0.384017254,1.403939973,-5.76171875
0.386017352,1.781994959,-5.859375
0.38801745,2.160024468,-6.005859375
0.390017508,2.160024468,-6.103515625
0.392017606,2.521347413,-6.201171875
0.394017704,2.918764431,-6.298828125
0.396017802,3.271676726,-6.396484375
0.3980179,3.630104916,-6.494140625
0.400017957,4.013487913,-6.54296875
0.402018055,4.32181859,-6.591796875
0.404018153,4.588449875,-6.689453125
0.406018251,4.832833219,-6.73828125
0.408018349,5.052198214,-6.787109375
0.410018407,5.249328269,-6.8359375
0.412018505,5.432557598,-6.8359375
0.414018603,5.593562232,-6.8359375
0.4160187,5.724020856,-6.8359375
0.418018758,5.84614348,-6.8359375
0.420018856,5.937729718,-6.787109375
0.422018954,6.012660198,-6.73828125
0.424019052,6.07093712,-6.73828125
0.42601915,6.101462303,-6.689453125
0.428019208,6.112562227,-6.591796875
0.430019305,6.107012274,-6.591796875
0.432019403,6.08758729,-6.4453125
0.434019501,6.048736631,-6.4453125
0.436019599,5.993234101,-6.34765625
0.438019657,5.91552745,-6.25
0.440019755,5.821164558,-6.201171875
0.442019853,5.701815817,-6.103515625
0.44401995,5.560252108,-6.005859375
0.446020048,5.560252108,-5.859375
0.448020146,5.396468399,-5.76171875
0.450020204,5.18547144,-5.615234375
0.452020302,4.977228056,-5.517578125
0.4540204,4.757854974,-5.37109375
0.456020498,4.524572369,-5.2734375
0.458020596,4.271821739,-5.126953125
0.460020653,3.999598222,-4.98046875
0.462020751,3.694005945,-4.833984375
0.464020849,3.385600544,-4.736328125
0.466020947,3.02436425,-4.541015625
0.468021045,2.66308845,-4.39453125
0.470021103,2.312895585,-4.19921875
0.472021201,1.951555786,-3.90625
0.474021299,1.620768428,-3.759765625
0.476021396,1.22880443,-3.564453125
0.478021494,0.934123699,-3.466796875
0.480021552,0.658895639,-3.271484375
0.48202165,0.400343481,-3.125
0.484021748,0.161249819,-2.978515625
0.486021846,-0.077844766,-2.83203125
0.488021944,-0.28357701,-2.63671875
0.490022001,-0.497648464,-2.490234375
0.492022099,-0.497648464,-2.34375
0.494022197,-0.69781713,-2.24609375
0.496022295,-0.88686276,-2.099609375
0.498022353,-1.087025253,-1.953125
0.500022451,-1.3205426,-1.7578125
0.502022549,-1.526254337,-1.611328125
0.504022647,-1.729179861,-1.5625
0.506022744,-1.937657562,-1.416015625
0.508022802,-2.151685895,-1.318359375
0.5100229,-2.374042537,-1.123046875
0.512022998,-2.615842019,-1.07421875
0.514023096,-2.852068122,-0.9765625
0.516023194,-3.10773015,-0.87890625
0.518023252,-3.374486217,-0.78125
0.520023349,-3.643996571,-0.68359375
0.522023447,-3.919036499,-0.5859375
0.524023545,-4.235712237,-0.537109375
